scope,wave,native,clean_name,clean_label,native_label
pooled:WBES_pooled_establishment.dta,"2006,2011",afb4a4,wbes_asian_nationality,WBES 2006-2011: Main other asian nationality of largestowner,Main “other asian” nationality of largestowner
pooled:WBES_pooled_establishment.dta,"2006,2011",afb7a,wbes_highest_educ_top_manager,WBES 2006-2011: Highest level of education of the current top manager,What is the highest level of education of the current top manager?
pooled:WBES_pooled_establishment.dta,2011,afb8a,wbes_estab_located_export,WBES 2011: Is this establishment located in an export processing or other,Is this establishment located in an export processing or other industrial zone?
pooled:WBES_pooled_establishment.dta,2011,afd11a,wbes_years_relations_prim,WBES 2011: Years of relations with primary supplier,"FY2010, Years of relations with primary supplier"
pooled:WBES_pooled_establishment.dta,2011,afd11d,wbes_estab_subcontract_part_prod,WBES 2011: Did this establishment subcontract any part of its production to,"FY2010, did this establishment subcontract any part of its production to other f"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd3f,wbes_export_revenue_neighboring,WBES 2006-2011: % export revenue: Neighboring Countries within Africa,"FY2010, % export revenue: Neighboring Countries within Africa"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd3g,wbes_export_revenue_developed,WBES 2006-2011: % export revenue: Developed Countries,"FY2010, % export revenue: Developed Countries"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd3h,wbes_export_revenue_other,WBES 2006-2011: % export revenue: Other,"FY2010, % export revenue: Other"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd5a,wbes_clearing_costs_avg,WBES 2006-2011: Total clearing costs for an average consignment as a percentage,Total clearing costs for an average consignment as a percentage of the consignme
pooled:WBES_pooled_establishment.dta,"2006,2011",afd5b,wbes_consignments_handled,WBES 2006-2011: % of consignments handled by clearing agent,"FY2010, % of consignments handled by clearing agent"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd5c,wbes_consignments_physically,WBES 2006-2011: % of consignments physically inspected by customs agent,"FY2010, % of consignments physically inspected by customs agent"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd7a1,wbes_benefit_suspension,WBES 2006-2011: Benefit from Suspension or exemptions from duties on imported,"FY2010, benefit from Suspension or exemptions from duties on imported inputs"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd7a2,wbes_benefit_profit_tax,WBES 2006-2011: Benefit from Profit tax exemption,"FY2010, benefit from Profit tax exemption"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd7a3,wbes_benefit_vat_reimbursement,WBES 2006-2011: Benefit from VAT reimbursement,"FY2010, benefit from VAT reimbursement"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd7a4,wbes_benefit_export_financing,WBES 2006-2011: Benefit from Export financing scheme,"FY2010, benefit from Export financing scheme, such as an export credit guarantee"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd7a5,wbes_benefit_export_investment,WBES 2006-2011: Benefit from Other export or investment incentive schemes,"FY2010, benefit from Other  export or investment incentive schemes"
pooled:WBES_pooled_establishment.dta,"2006,2011",afd7b,wbes_reason_estab_not_advantage,WBES 2006-2011: Main reason establishment did not take advantage of,"FY2010, main reason establishment did not take advantage of  export/investment i"
pooled:WBES_pooled_establishment.dta,"2006,2011",afe2a,wbes_new_competitors_entered,WBES 2006-2011: NEW competitors entered the main market of main product/product,"FY2010, how many NEW competitors entered the main market of main product/product"
pooled:WBES_pooled_establishment.dta,2011,afh1,wbes_agree_disagree_able_enforce,WBES 2011: Agree or Disagree: The court system is able to enforce its decisions,Agree or Disagree: The court system is able to enforce its decisions
pooled:WBES_pooled_establishment.dta,2011,afh2,wbes_agree_disagree_am_confident,WBES 2011: Agree or Disagree: I am confident that the legal system will uphold,Agree or Disagree: I am confident that the legal system will uphold my contract
pooled:WBES_pooled_establishment.dta,2011,afh3a,wbes_agree_disagree_estab,WBES 2011: Agree or Disagree: did your establishment have a payment di,"Agree or Disagree: In the last 2 years, did your establishment have a payment di"
pooled:WBES_pooled_establishment.dta,2011,afh3b,wbes_agree_disagree_used_resolve,WBES 2011: Agree or Disagree: Was the court system used to resolve this payment,Agree or Disagree: Was the court system used to resolve this payment dispute?
pooled:WBES_pooled_establishment.dta,2011,afh3c,wbes_agree_disagree_court,WBES 2011: Agree or Disagree: Was a court judgment made for this payment dispute,Agree or Disagree: Was a court judgment made for this payment dispute?
pooled:WBES_pooled_establishment.dta,2011,afh3d,wbes_agree_disagree_weeks_come,WBES 2011: Agree or Disagree: Number of weeks to come to judgment,Agree or Disagree: Number of weeks to come to judgment
pooled:WBES_pooled_establishment.dta,2011,afh3e,wbes_agree_disagree_decision,WBES 2011: Agree or Disagree: Was this decision of the court enforced?,Agree or Disagree: Was this decision of the court enforced?
pooled:WBES_pooled_establishment.dta,2011,afh3f,wbes_agree_disagree_weeks,WBES 2011: Agree or Disagree: How many weeks did it take to enforce this court,Agree or Disagree: How many weeks did it take to enforce this court judgment?
pooled:WBES_pooled_establishment.dta,"2006,2011",afj8,wbes_pct_annual_sales_reported,WBES 2006-2011: Percent of total annual sales reported for tax purposes,Percent of total annual sales reported for tax purposes
pooled:WBES_pooled_establishment.dta,"2006,2011",afk10a,wbes_rate_interest_recent_line,WBES 2006-2011: Rate of interest of this most recent line of credit or loan,What is the rate of interest of this most recent line of credit or loan?
pooled:WBES_pooled_establishment.dta,"2006,2011",afk7a,wbes_establishments_overdraft,WBES 2006-2011: For this establishments overdraft facility,"For this establishment’s overdraft facility, what is the average interest rate?"
pooled:WBES_pooled_establishment.dta,"2006,2011",afk8a,wbes_recent_credit_form,WBES 2006-2011: Was the most recent credit in the form of?,Was the most recent credit in the form of?
pooled:WBES_pooled_establishment.dta,"2006,2011",afl12,wbes_percent_workforce_unionized,WBES 2006-2011: Percent workforce unionized,Percent workforce unionized
pooled:WBES_pooled_establishment.dta,"2006,2011",afl14,wbes_estab_find_new_employees,WBES 2006-2011: How did this establishment usually find new employees? ?,"FY2010, how did this establishment usually find new employees? ?"
pooled:WBES_pooled_establishment.dta,"2006,2011",afl8a,wbes_end_fiscal_year_part_time,"WBES 2006-2011: At the end of fiscal year 2010, number of part-time Workers","At the end of fiscal year 2010, number of part-time Workers"
pooled:WBES_pooled_establishment.dta,"2006,2011",afs1a,wbes_high_absenteeism_due,WBES 2006-2011: High absenteeism due to sickness (past 2 years),High absenteeism due to sickness (past 2 years)
pooled:WBES_pooled_establishment.dta,"2006,2011",afs1b,wbes_high_absenteeism_2006_2011,WBES 2006-2011: High absenteeism as employees need to care of family members or,High absenteeism as employees need to care of family members or friends due to s
pooled:WBES_pooled_establishment.dta,2011,afs1y,wbes_estab_pre_employ_health,WBES 2011: Does this establishment currently have a pre-employment health check,Does this establishment currently have a pre-employment health check for new emp
pooled:WBES_pooled_establishment.dta,"2006,2011",afs2a,wbes_high_absenteeism_due_hiv,WBES 2006-2011: High absenteeism due to HIV/AIDS (past 2 years),High absenteeism due to HIV/AIDS (past 2 years)
pooled:WBES_pooled_establishment.dta,"2006,2011",afs2b,wbes_high_absenteeism_h,WBES 2006-2011: High absenteeism as employees need to care of family members or,High absenteeism as employees need to care of family members or friends due to H
pooled:WBES_pooled_establishment.dta,"2006,2011",afs3a,wbes_hiv_prevention_messages,WBES 2006-2011: HIV Prevention Activities: HIV prevention messages in FY2010,HIV Prevention Activities: HIV prevention messages in FY2010
pooled:WBES_pooled_establishment.dta,"2006,2011",afs3b,wbes_hiv_prevention_free_condom,WBES 2006-2011: HIV Prevention Activities: Free condom distribution in FY2010,HIV Prevention Activities: Free condom distribution in FY2010
pooled:WBES_pooled_establishment.dta,"2006,2011",afs3c,wbes_hiv_prevention_activ,WBES 2006-2011: HIV Prevention Activities: Anonymous HIV testing,HIV Prevention Activities: Anonymous HIV testing
pooled:WBES_pooled_establishment.dta,2011,afs4,wbes_cost_aids_programs,WBES 2011: Cost of all AIDS and HIV programs and activities in FY2010,Cost of all AIDS/HIV programs and activities in FY2010
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",b1,wbes_legal_status_firm,WBES: Legal Status of The Firm,Legal Status of The Firm
pooled:WBES_pooled_establishment.dta,2023,b1_rwa,wbes_legal_status_rwanda,WBES 2023: Legal status of the establishment on the Rwanda list of company forms,
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",b1x,wbes_legal_status_other,WBES: Other legal status specified,Other (Specify)
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",b2a,wbes_owned_private_domestic,"WBES: % Owned By Private Domestic Individuals, Companies or organizations","% Owned By Private Domestic Individuals, Companies or organizations"
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",b2b,wbes_owned_private_foreign,"WBES: % Owned By Private Foreign Individuals, Companies or organizations","% Owned By Private Foreign Individuals, Companies or organizations"
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",b2c,wbes_owned_government,WBES: % Owned By Government/State,% Owned By Government/State
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",b2d,wbes_owned_other,WBES: % Owned By Other,% Owned By Other
pooled:WBES_pooled_establishment.dta,"2011,2019",b3,wbes_pct_firm_largest_owner,WBES 2011-2019: What Percentage of This Firm Does The Largest Owner(S) Own?,What Percentage of This Firm Does The Largest Owner(S) Own?
pooled:WBES_pooled_establishment.dta,"2019,2023",b3a,wbes_largest_owner_top_2019_2023,WBES 2019-2023: Is the largest owner also the top manager,Is the largest owner also the top manager
pooled:WBES_pooled_establishment.dta,2006,b3a_v2,wbes_pct_largest_2006,WBES 2006: What percentage does the largest shareholder(s) own?,What percentage does the largest shareholder(s) own?
pooled:WBES_pooled_establishment.dta,2006,b3b3,wbes_indian_origin,WBES 2006: Of Indian origin?,- Of Indian origin?
pooled:WBES_pooled_establishment.dta,2006,b3b4,wbes_lebanese_middle_eastern,WBES 2006: Of Lebanese or Middle Eastern origin?,- Of Lebanese or Middle Eastern origin?
pooled:WBES_pooled_establishment.dta,2006,b3b6,wbes_european_caucasian_origin,WBES 2006: Of European or Caucasian origin?,- Of European or Caucasian origin?
pooled:WBES_pooled_establishment.dta,2006,b3b7,wbes_other_ethnic_origin,WBES 2006: Of other ethnic origin?,- Of other ethnic origin?
pooled:WBES_pooled_establishment.dta,"2019,2023",b4,wbes_amongst_owners_firm_females,"WBES 2019-2023: Amongst The Owners of The Firm, Are There Any Females?","Amongst The Owners of The Firm, Are There Any Females?"
pooled:WBES_pooled_establishment.dta,"2019,2023",b4a,wbes_firm_owned_females,WBES 2019-2023: % of The Firm Owned By Females,% of The Firm Owned By Females
pooled:WBES_pooled_establishment.dta,2006,b4b,wbes_years_experience_top,WBES 2006: How many years of experience ... does the top manager have?,How many years of experience ... does the top manager have?
pooled:WBES_pooled_establishment.dta,2006,b4c,wbes_year_estab_begin_operations,WBES 2006: In what year did this establishment begin operations in this,In what year did this establishment begin operations in this
pooled:WBES_pooled_establishment.dta,"2011,2019,2023",b5,wbes_year_estab_began_operations,WBES 2011-2023: Year Establishment Began Operations,Year Establishment Began Operations
pooled:WBES_pooled_establishment.dta,"2011,2019,2023",b6,wbes_full_time_emps_estab,WBES 2011-2023: Number of Full-Time Employees of The Establishment When It,Number of Full-Time Employees of The Establishment When It Started Operations
pooled:WBES_pooled_establishment.dta,2011,b6a,wbes_estab_formally_registered,WBES 2011: Was Establishment Formally Registered When It Began Operations?,Was Establishment Formally Registered When It Began Operations?
pooled:WBES_pooled_establishment.dta,"2011,2019,2023",b6b,wbes_year_estab_formally,WBES 2011-2023: In What Year Was This Establishment Formally Registered?,In What Year Was This Establishment Formally Registered?
pooled:WBES_pooled_establishment.dta,"2011,2019,2023",b7,wbes_years_experience_working,WBES 2011-2023: Years of Experience Working In This Sector Does The Top Manager,How Many Years of Experience Working In This Sector Does The Top Manager Have?
pooled:WBES_pooled_establishment.dta,"2011,2019,2023",b7a,wbes_top_manager_female,WBES 2011-2023: Is The Top Manager Female?,Is The Top Manager Female?
pooled:WBES_pooled_establishment.dta,"2011,2019,2023",b8,wbes_estab_internationally,WBES 2011-2023: Does Establishment Have An Internationally-Recognized Quality,Does Establishment Have An Internationally-Recognized Quality Certification?
pooled:WBES_pooled_establishment.dta,"2019,2023",b8x,wbes_internationally_recognized,WBES 2019-2023: Specify The Internationally-Recognized Quality Certifications,Specify The Internationally-Recognized Quality Certifications
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c10,wbes_generator_shared_owned,WBES: Generator Shared or Owned Over The Course of Last Fiscal Year?,Generator Shared or Owned Over The Course of Last Fiscal Year?
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c11,wbes_electricity_generator_owned,WBES: % Electricity From Generator Owned/Shared By The Establishment In Last,% Electricity From Generator Owned/Shared By The Establishment In Last FY
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c12,wbes_application_obtain_water,WBES: Application To Obtain A Water Connection Submitted Over The Last 2 Years,Application To Obtain A Water Connection Submitted Over The Last 2 Years
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c13,wbes_days_obtain_water,WBES: How Many Days Did It Take For You To Obtain A Water Connection?,How Many Days Did It Take For You To Obtain A Water Connection?
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c14,wbes_applied_water_connection,"WBES: Applied For A Water Connection, Was An Informal Gift/Payment Requested","When You Applied For A Water Connection, Was An Informal Gift/Payment Requested?"
pooled:WBES_pooled_establishment.dta,"2006,2011,2019",c15,wbes_experience_2006_2019,WBES 2006-2019: Experience Insufficient Water Supply For Production In Last,Did You Experience Insufficient Water Supply For Production In Last FY?
pooled:WBES_pooled_establishment.dta,2023,c152,wbes_experience_2023,WBES 2023: Did You Experience Insufficient Water Supply In Last Fiscal Year?,Did You Experience Insufficient Water Supply In Last FY?
pooled:WBES_pooled_establishment.dta,"2006,2011,2019",c16,wbes_frequency_2006_2019,WBES 2006-2019: Frequency of Incidents of Water Shortages In A Typical Month In,Frequency of Incidents of Water Shortages In A Typical Month In Last FY
pooled:WBES_pooled_establishment.dta,2023,c162,wbes_frequency_incidents_2023,WBES 2023: Frequency of Incidents of Water Shortages In A Typical Month In Last,Frequency of Incidents of Water Shortages In A Typical Month In Last FY
pooled:WBES_pooled_establishment.dta,"2006,2011,2019",c17,wbes_avg_length_affecting_prod,WBES 2006-2019: Average Length of Water Shortages In Last Fiscal Year,Average Length of Water Shortages (Affecting Production) In Last Fiscal Year
pooled:WBES_pooled_establishment.dta,2023,c172,wbes_avg_length_water_2023,WBES 2023: Average Length of Water Shortages In Last Fiscal Year,Average Length of Water Shortages In Last Fiscal Year
pooled:WBES_pooled_establishment.dta,"2006,2011",c19,wbes_application_2006_2011,WBES 2006-2011: Application To Obtain A Telephone Connection Submitted,Application To Obtain A Telephone Connection Submitted Over The Last 2 Years
pooled:WBES_pooled_establishment.dta,2006,c1a,wbes_sales_manufacturing,WBES 2006: Percentage of sales from manufacturing,- Manufacturing?
pooled:WBES_pooled_establishment.dta,2006,c1b,wbes_sales_services,WBES 2006: Percentage of sales from services,- Services?
pooled:WBES_pooled_establishment.dta,2006,c1c,wbes_sales_other_activity,WBES 2006: Percentage of sales from other activities,- Other?
pooled:WBES_pooled_establishment.dta,2006,c1cx,wbes_other_activity,WBES 2006: Other activity specified,Specify:
pooled:WBES_pooled_establishment.dta,"2006,2011",c20,wbes_days_receive_telephone,WBES 2006-2011: Days Did It Take For You To Receive A Telephone Connection,How Many Days Did It Take For You To Receive A Telephone Connection?
pooled:WBES_pooled_establishment.dta,"2006,2011",c21,wbes_applied_tele_connection,WBES 2006-2011: Applied For A Tele. Connection Was An Informal/payment Gift,When You Applied For A Tele. Connection Was An Informal/payment Gift Requested?
pooled:WBES_pooled_establishment.dta,"2006,2011",c22a,wbes_communicate_clients_mail,WBES 2006-2011: Currently Communicate With Clients And Suppliers By E-Mail,Do You Currently Communicate With Clients And Suppliers By E-Mail?
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c22b,wbes_establishment_own_website,WBES: Establishment Has Its Own Website,Establishment Has Its Own Website
pooled:WBES_pooled_establishment.dta,2011,c28,wbes_cell_phones_used_operations,WBES 2011: Cell phones used in operations of the establishment,Cell phones used in operations of the establishment
pooled:WBES_pooled_establishment.dta,2006,c2a1,wbes_sales_paid_before,WBES 2006: Percentage of sales paid for before delivery,- Paid for before delivery?
pooled:WBES_pooled_establishment.dta,2006,c2a2,wbes_sales_paid_on_delivery,WBES 2006: Percentage of sales paid for on delivery,- Paid for on delivery?
pooled:WBES_pooled_establishment.dta,2006,c2b,wbes_sales_came_selling,WBES 2006: What % of total sales came from selling intermediate product,What % of total sales came from selling intermediate product
pooled:WBES_pooled_establishment.dta,2006,c2c,wbes_payments_recvd_non_cash,WBES 2006: What % of total payments received were non-cash payments thr,What % of total payments received were non-cash payments thr
pooled:WBES_pooled_establishment.dta,2006,c2d,wbes_approximately_output_went,WBES 2006: Approximately what % of total output went to principal buyer?,Approx. what % of total output went to principal buyer?
pooled:WBES_pooled_establishment.dta,2006,c2e,wbes_principal_buyer_estab,WBES 2006: Who was the principal buyer for establishment's output?,Who was the principal buyer for establishment's output?
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c3,wbes_application_obtain_3,"WBES: Application To Obtain An Electrical Connection Submitted, last 2 years",Application To Obtain An Electrical Connection Submitted Over The Last 2 Years
pooled:WBES_pooled_establishment.dta,"2006,2011,2019,2023",c30a,wbes_obstacle_electricity,WBES: How Much of An Obstacle: Electricity To Operations of This Establishment?,How Much of An Obstacle: Electricity To Operations of This Establishment?
pooled:WBES_pooled_establishment.dta,"2006,2011",c30b,wbes_obstacle_telecommunications,WBES 2006-2011: Of An Obstacle: Telecommunications To Operations Of This,How Much Of An Obstacle: Telecommunications To Operations Of This Establishment?
pooled:WBES_pooled_establishment.dta,2023,c31,wbes_cost_obtain_electrical,WBES 2023: Cost to obtain electrical connection,Cost to obtain electrical connection
pooled:WBES_pooled_establishment.dta,2023,c32,wbes_electricity_consum_typical,WBES 2023: Electricity consumption in a typical month (kWh),Electricity consumption in a typical month (kWh)
pooled:WBES_pooled_establishment.dta,2023,c33,wbes_cost_obtain_water,WBES 2023: Cost to obtain water connection,Cost to obtain water connection
pooled:WBES_pooled_establishment.dta,2023,c34,wbes_water_consum_typical_month,WBES 2023: Water consumption in a typical month,Water consumption in a typical month
pooled:WBES_pooled_establishment.dta,2023,c34b,wbes_water_unit,WBES 2023: Unit of measure of the water consumption reported,Unit measure of answer to c34
pooled:WBES_pooled_establishment.dta,2023,c34bx,wbes_water_unit_other,WBES 2023: Other unit of measure of water consumption specified,Other (Specify)
